테마명,종목명,테마 사유
건설기계 ,프리엠스,건설용 중장비 전장품과 자동제어기기 제조 및 판매업체. 건설용 중장비 전장품과 자동제어기기 제조 및 판매업체.
건설기계 ,흥국,"건설기계 하부 구동 부품 업체. 건설기계의 하부 구동 부품인 트랙 롤러(Track Roller), 캐리어 롤러(Carrier Roller), 아이들러(Idler), 텐션 실린더(Tension Cylinder) 등을 생산, 판매. 주요 매출처로 볼보그룹, 현대건설기계 등이 있음."
건설기계 ,서연탑메탈,"자동차용 금형사업(프레스금형부문, 사출금형부문)과 기계산업부품사업(CABIN) 등을 영위하는 업체. 건설용 중장비 부품인 굴삭기의 CABIN 등은 현대두산인프라코어, 볼보그룹코리아에 납품."
건설기계 ,현대에버다임,"건설중장비 및 소방차 제조업체. 굴삭기용 어태치먼트(브레이커, 크러셔, 클램프 등), 타워크레인, 발전기, 락드릴(천공기), 락툴 등의 유압기계사업 및 콘크리트펌프카, 소방차 등의 차량사업, 굴삭기, 휠로더 등의 중장비사업 등을 영위."
건설기계 ,대모,"건설기계 종합 전문 제조/판매업체. 굴삭기 어태치먼트(부착물)인 유압브레이커, 퀵커플러 등을 제조하고 있으며, 이 외 특수장비/배관, 부품 등을 제조. 특히, 유압브레이커 매출 비중이 높음. "
항공기부품 ,LIG넥스원,"LIG그룹 계열의 종합방산업체. 항공기용 레이더, 한국형헬기 생존장비 등을 생산. 항공기에 장착되는 각종 전자구성품 및 신호를 수신/교란시키는 전자전 장비 개발."
항공기부품 ,한화에어로스페이스,"한화그룹 계열의 항공엔진사업을 영위하는 업체. 국내 군수 엔진시장에서 독점적 지위를 유지하고 있으며, 2015년 P&W사와 GTF(Geared Turbo Fan) 엔진의 RSP(Risk and Revenue Sharing Program) 계약을 체결. 16년9월 엔진용 부품사업 생산 능력 확대 등을 위해 PWMS(P&W NGPF Manufacturing Company Singapore Pte. Ltd) 지분 30%를 취득."
항공기부품 ,휴센텍,"방산분야 전자/제어 전문업체. 항공전자 사업부문에서 초등훈련기용 전자식계기, 고등훈련기용 다기능시현기, 무인기 항법 제어 컴퓨터 생산중."
항공기부품 ,어스앤에어로스페이스,"항공기 도어시스템 분야 국내 유일의 제조업체. 주요사업은 도어시스템, 점검도어, 항공기 부품 등임."
항공기부품 ,켄코아에어로스페이스,"항공기부품 제조, 판매 및 항공기 설계, 제조 업체. 사업의 영역은 총 5개 부문으로 나눌 수 있으며, 우주 및 항공기에 사용되는 특수 원소재 공급, 항공기의 생산 및 항공기 부품의 제조, 군용기 개조 창정비 및 여객기-화물기 개조사업을 포함하는 항공 MRO, 우주발사체 관련 파트의 생산, UAM의 개발 제조 부문으로 구분. 항공기 및 항공기 부품 생산이 매출액의 큰 비중을 차지하고 있으며, 주요 수출국은 미국이었으나 최근 에어버스 계열 기종의 여객기-화물기 개조사업의 수주로 인하여 싱가폴 및 유럽향 수출액도 가파르게 증가할 것으로 예상."
항공기부품 ,한국항공우주,"삼성항공, 대우중공업, 현대우주항공 항공3사의 항공사업부문이 합병해 1999년 설립된 항공기 및 항공기 부품 제조업체.국내 유일의 완제기 제조업체. Boeing, Airbus 등에 기체구조물 제작, 납품."
항공기부품 ,두산에너빌리티,최초 국산 전투기 KF-21(한국형전투기)에 3D 프린팅 기술로 제작한 부품(공기 순환 시스템을 구성하는 기자재) 공급.
항공기부품 ,이엠코리아,"CNC공작기계 및 방산제품, 발전설비제품, TBM(터널보링머신)등을 생산/판매업체. T-50 랜딩기어 부품, 민항기 랜딩기어 부품 등을 생산. T-50용 Door Actuator 및 랜딩기어, KUH(수리온)용 랜딩기어, Pilot Seat 등을 국산화 개발/생산."
항공기부품 ,대한항공,"보잉, 에어버스 등과 협력해 항공기 구조물 설계, 개발 및 제작에 참여. 보잉787 기종의 날개 및 동체 구조물, 에어버스의 A320 날개 구조물, A350XWB 기종의 화물용 도어 등을 납품. 보잉 737MAX 및 에어버스 A330NEO 기종의 날개 구조물 개발."
항공기부품 ,현대위아,"기계사업은 공작기계사업과 RnA 사업(자동화시스템 및 스마트팩토리솔루션 등), 방산 및 항공기 부품 등을 생산하는 특수사업으로 구성. 특수(방위)사업 부문에서 중/대구경 화포 및 항공기 착륙장치를 생산."
항공기부품 ,오르비텍,2013년 항공사업 부문 신규 진출. 美 Spirit Aerosystem과 B737MAX 등의 항공기부품 공급계약 체결.
항공기부품 ,한국카본,"대형 민간항공기의 바닥재 및 내장재 적용 유리섬유, 탄소섬유 복합재료 및 접착필름을 개발완료하여 해외 항공기 부품 제작사에 납품중이며, 고인성 항공기 구조재용 탄소섬유 복합재료 개발중. 21년8월 동사와 관계회사인 한국복합소재가 이스라엘 IAI와 걸프스트림 G280 항공기 꼬리날개 구조물 공급계약 체결."
항공기부품 ,아스트,항공기 부품 제조업체로 제조업체 중 최초로 기술특례로 상장. 민항기 동체 제조 사업부문과 항공기 개조 사업부문을 영위중.
항공기부품 ,휴니드,"전기/항공 전자계통 장비를 생산하여 판매. 2006년 보잉사와 자본투자를 포함한 전략적 제휴를 체결한 이후, 항공부문을 중심으로 해외협력사업을 본격적으로 추진중. 2012년 보잉사와 1.25억불 규모의 항공전자장비를 공급하는 협약(MOA)를 체결했으며, 2014년 에어버스사와 협력을 확대하여 항공기 전기/전자 품목 생산 납품을 위한 유럽 항공회사의 요구조건을 충족하는 체제를 완비."
항공기부품 ,하이즈항공,"항공기 및 항공기 관련 부품 조립, 판매업체. 항공기 제조산업 내 부품제작과 MRO사업(항공정비서비스)을 주요 사업으로 영위하고 있으며, 주력 생산 품목은 B787, B737, B767, B777 등의 부품임. 대표적인 Sole source 부품은 B787 Section 11과 15, B767 후방동체 부품이며, B787 Section 48과 B737 Spar Chord 등은 Dual source로 당사를 비롯한 두 기업만이 생산중."
면세점 ,호텔신라,"서울 중구 지역 및 제주시 등 소재에 면세점을 운영중. 17년4월 홍콩 첵랍콕 국제공항 면세점 운영 사업자로 선정되며, 아시아 3대 공항(인천공항, 싱가포르 창이공항, 홍콩 국제공항 등)에 면세점을 운영하게 됨. 18년8월 김포공항 면세점 사업자로 선정."
면세점 ,HDC,동사가 지분 50%를 보유중인 HDC신라면세점이 15년12월 서울 용산 아이파크몰에 입점하여 영업중.
면세점 ,JTC,"방일 외국인 관광객을 대상으로 한 사후 면세점 업체. 방일관광객을 대상으로 면세상품 판매를 주요 사업으로 영위하고 있으며, 일본 관광의 골든루트인 도쿄 - 후지산 - 오사카 지역 및 크루즈선이 다수 기항하는 규슈, 오키나와 지역 등에 점포를 출점."
면세점 ,현대백화점,서울 지역 시내면세점 특허 사업자로 선정되어 18년11월 면세점 출점. 19년11월 동대문 시내면세점 운영특허 취득 후 20년2월 동대문 두산타워 내 2호점 동대문점 출점.
면세점 ,신세계,"종속회사인 신세계디에프가 16년5월 서울 시내면세점인 명동점을 개점하여 운영 중이며, 16년12월 서초구 반포동에 위치한 센트럴시티에 서울 시내면세점(강남점) 사업권을 획득해 18년7월 개점. 인천국제공항 제1, 2여객터미널 사업권 획득하여 18년 개점. 신세계디에프 자회사인 신세계디에프글로벌을 설립하여 18년6월 신세계면세점글로벌을 흡수합병하여 면세점 운영을 일원화."
면세점 ,제이에스티나,"하나투어, 토니모리 등과 함께 (주)에스엠면세점 컨소시엄((주)에스엠이즈튜티프리)에 참여해 지분 보유중."
면세점 ,하나투어,"면세점 입찰에 참가하여 면세사업권을 획득, 영업을 시작하여 운영중인 (주)에스엠면세점의 지분 보유."
면세점 ,토니모리,"하나투어, 제이에스티나(구 로만손) 등과 함께 에스엠면세점 컨소시엄에 참여해 지분 보유중. 면세사업 확장을 위해 16년6월 세한텍스프리(제주세한면세점) 주식 취득."
면세점 ,글로벌텍스프리,"외국인 환급서비스(텍스리펀드) 업체. 사후면세제도를 시행하는 국가(한국, 싱가폴)에서 외국인 관광객에 대한 내국세 환급대행사업 영위. "
LNG(액화천연가스) ,한국전력,국내 발전 및 송전사업을 책임지고 있는 공기업. 화력발전부문에서 종속회사 한국남동/중부/서부/남부/동서발전이 LNG 등을 원료로 전력 생산중.
LNG(액화천연가스) ,삼천리,주요종속회사인 ㈜에스파워가 경기도 안산시 소재 MTV(멀티테크노밸리)에 834MW급 LNG복합화력발전소를 착공하여 2014년11월부터 상업운전을 개시.
LNG(액화천연가스) ,GS,GS그룹의 지주회사. 자회사 GS에너지를 통해 14년 신평택발전과 동두천드림파워의 지분을 인수하여 LNG복합화력발전사업에 진출. 21년 국내 사업자 최초로 베트남 LNG 발전소 사업자로 선정.
LNG(액화천연가스) ,POSCO홀딩스,"주요종속회사인 포스코에너지가 국내 민간 발전사 중 LNG발전 설비용량이 가장 큰 3,412MW급 인천LNG복합발전소를 보유하여 운영중."
LNG(액화천연가스) ,현대미포조선,"현대중공업 계열의 중형선박전문 조선업체. LNG 추진선, LNG 벙커링선 제조."
LNG(액화천연가스) ,현대두산인프라코어,"17년3월 한국가스공사, 삼진야드와 LNG(액화천연가스) 추진 선박 보급을 위한 소형 선박용 LNG 개발 협력 MOU 체결."
LNG(액화천연가스) ,엔케이,"LNG, CNG 저장용기 제조업체. 해양플랜트 기자재로 헬리데크, LNG탱크, 벌크탱크 등을 납품."
LNG(액화천연가스) ,한국조선해양,"현대중공업, 현대삼호중공업, 현대미포조선 등을 종속회사로 보유한 현대중공업그룹 중간 지주회사. 현대중공업은 세계 최고 수준의 경쟁력을 보유한 대형 조선업체로 LNG운반선, 해양플랜트를 제조하고 있으며, 14년 세계 최초 LNG-FSRU(부유식 액화천연가스 저장·재기화 설비) 건조 성공."
LNG(액화천연가스) ,삼성중공업,"삼성그룹 계열의 대형 조선업체. LNG-FSRU선, 해양에서 가스를 LNG로 생산하는 신개념 고부가가치선인 LNG FPSO을 제조."
LNG(액화천연가스) ,한국가스공사,천연가스 도입 및 도매시장에서 독점적 지위를 보유한 정부출자 공기업. 해외의 천연가스 생산지로부터 LNG를 도입하여 국내의 발전사 및 도시가스사에 공급.
LNG(액화천연가스) ,SK,"SK그룹의 사업지주회사. 자회사 SK E&S가 LNG복합화력발전소인 광양천연가스발전소를 운영. SK E&S의 종속회사 파주에너지서비스가 파주문산천연가스발전소를 건설, 관리 및 운영."
LNG(액화천연가스) ,한국카본,LNG운송용 선박의 저장효율을 극대화하기 위한 극저온 단열판넬(보냉재)을 생산.
LNG(액화천연가스) ,HSD엔진,선박용 엔진 위주의 엔진전문업체. LNG와 중유를 모두 사용할 수 있는 선박용 전자제어식 이중연료 저속엔진을 세계 최초로 상용화하여 생산.
LNG(액화천연가스) ,동성화인텍,"PU단열재(초저온보냉재, PU SYSTEM) 사업과 가스사업(냉매, 방재시스템) 영위업체. PU단열재 사업이 매출의 대부분을 차지. LNG 운반선 초저온보냉재 사업을 영위중이며, 초저온 보냉자재 일괄 생산시스템을 갖추고 있음. MARK Ⅲ 타입 LNG선의 초저온보냉재는 한국카본과 동사가 시장을 양분하고 있음."
LNG(액화천연가스) ,HJ중공업,"조선(신조선, 특수선, 수리선, 조선플랜트 등) 및 건설사업(토목공사, 건축공사, 플랜트공사, 분양 등) 등을 주요사업으로 영위. 세계 최초로 5,000t급 LNG 벙커링선(LNG Bunkering Vessel)을 건조."
LNG(액화천연가스) ,비에이치아이,"발전용, 제철용 산업설비 설계/생산 전문업체. 정부의 LNG 비중 확대 정책에 따라 LNG 복합화력의 핵심설비 HRSG(Heat Recovery Steam Generator, 폐열회수장치) 생산 업체인 동사의 수혜가 기대되고 있음."
LNG(액화천연가스) ,지역난방공사,LNG(액화천연가스)를 주원료로 사용하는 열병합발전소를 운영.
LNG(액화천연가스) ,팬오션,하림그룹 계열의 국내 대표적인 벌크선사. LNG운송 서비스 등 다양한 해상운송 서비스를 제공.
LNG(액화천연가스) ,삼강엠앤티,"원유채굴, 석유배관, 천연가스 구조물, 풍력발전 설비 구조물, 대형 건축물 등 플랜트 분야에서 다양하게 사용되어 지는 후육강관 사업 영위. 정부의 LNG 비중 확대정책으로 인한 수혜가 기대되고 있음."
LNG(액화천연가스) ,대한해운,"철광석, 석탄, 천연가스, 원유 등의 에너지 및 자원을 전문적으로 수송하는 대표적인 벌크선사로 LNG선, 탱커선, 컨테이너선 등의 해운업 영위. 17년4월 한국가스공사와 LNG 전용선 장기수송계약 체결(계약기간 20년)."
LNG(액화천연가스) ,케일럼,"지열발전설비 및 화공/LNG설비 제조, 판매업체. 지열발전과 관련된 열수기화기, 응축기, 배관 등의 지열발전설비와 화공/LNG플랜트와 관련된 열교환기, 타워 등의 화공/LNG설비를 제조하고 있음."
LNG(액화천연가스) ,대창솔루션,"LNG저장 시설 및 TANK 제조를 주요사업으로 하는 크리오스를 주요종속회사로 보유. 크리오스는 초저온시스템 및 솔루션을 제공하는 사업을 영위하며, 아시아 최초의 LNG 연료추진선인 에코누리호에 LNG 엔진 연료 공급 장치를 공급."
플렉서블 디스플레이 ,유티아이,100μ 이상 폴더블폰용 글래스 커버윈도우 개발 성공 및 양산준비 완료.
플렉서블 디스플레이 ,비아트론,디스플레이 패널 열처리장비 전문업체. 플렉시블 디스플레이 패널 생산라인용 열처리 장비를 생산.
플렉서블 디스플레이 ,필옵틱스,"인쇄회로기판 관련 장비 및 평판 디스플레이 공정용 장비와 부품/소재 제조, 판매업체. 핵심 고유 기술인 광학설계 및 제어기술을 기반으로 Rigid 및 Flexible OLED 제조공정과 전기차용 2차전지 제조 공정에 사용되는 레이저 응용장비를 제작 및 공급중."
플렉서블 디스플레이 ,루멘스,자유로운 형태 구현 가능한 FLD(Flexible LED Display) 개발.
플렉서블 디스플레이 ,덕산네오룩스,"덕산하이메탈에서 분할돼 신설된 업체로 OLED 소재사업을 담당. 주요 제품은 아몰레드(AMOLED) 디스플레이에 사용되는 HTL(정공수송층), RED HOST 등. 주요 거래처는 삼성디스플레이 등."
플렉서블 디스플레이 ,코오롱인더,폴더블 디스플레이의 핵심 부품인 윈도우 커버용 CPI필름을 세계 최초로 개발하고 양산라인을 구축.
플렉서블 디스플레이 ,삼성전자,세계적 경쟁력을 보유한 전자 업체. 플렉서블 디스플레이 선두 업체인 삼성디스플레이를 종속회사로 보유. 기존 LCD 설비 라인을 QD-OLED 라인으로 전환 추진.
플렉서블 디스플레이 ,SK이노베이션,플렉서블 디스플레이 핵심 소재인 '플렉서블커버윈도(FCW)' 개발 완료. 19년4월 소재사업을 물적분할하여 신규 설립한 자회사 SK아이이테크놀로지를 통해 리튬이온 배터리의 핵심소재인 LiBS(Lithium-ion Battery Separator) 및 폴더블폰 등 플렉서블 디스플레이의 핵심소재인 FCW(Flexible Cover Window)를 생산·판매.
플렉서블 디스플레이 ,인터플렉스,각종 전자제품 등에 사용되는 연성인쇄회로기판(FPCB: Flexible Printed Circuit Board) 전문 제조업체. 플렉시블 디스플레이용 FPCB(RF PCB)을 생산.
플렉서블 디스플레이 ,에스에프에이,플렉시블 디스플레이 제조공정에 필요한 전/후공정 제조장비를 보유.
플렉서블 디스플레이 ,AP시스템,플렉서블 디스플레이(Flexible Display) 패널제조의 핵심공정장비인 LLO(Laser Lift Off)장비를 삼성디스플레이에 공급중. Flexible OLED 패널 탑재 증가에 따른 관련 유기재료 수요 증가로 동사의 수혜 기대.
플렉서블 디스플레이 ,LG디스플레이,"LG그룹 계열의 TFT-LCD/OLED 등의 기술을 활용한 디스플레이 패널 제조 전문업체. 파주, 광저우 공장 등에서 OLED 패널을 생산중이며, 세계 최초로 77인치 투명 플렉시블 디스플레이를 개발."
플렉서블 디스플레이 ,아이컴포넌트,광학필름 전문 제조업체.  플렉서블 OLED 기판용 광학필름 제조기술 등을 확보. 폴더블폰에 적용될 수 있도록 배리어 코팅 기술 확장 진행.
플렉서블 디스플레이 ,PI첨단소재,폴리이미드필름(PI필름) 제조업체. 플렉시블 OLED는 패널의 TFT기판으로 글래스 대신 PI필름을 적용하여 수혜가 기대됨.
플렉서블 디스플레이 ,브이원텍,머신비전(Machine Vision) 및 화상처리를 통한 디스플레이 검사 S/W 개발 및 장비 제작업체. Flexible OLED 검사기술 보유.
플렉서블 디스플레이 ,파인텍,"휴대기기에 적용되는 다양한 디스플레이 부품을 설계, 제조하는 디스플레이 전문 업체. 업계 최초 7인치 이상 폴더블 스마트폰용 본딩 장비 개발."
플렉서블 디스플레이 ,경인양행,코오롱인더스트리와 함께 투명 PI 바니시(PI Varnish·액상 반제품) 제1세부과제를 국책과제의 일환으로 수행해 2017년3월 완료. CPI필름 소재를 생산. 폴더블 패널용 CPI필름의 핵심 소재인 Monomer의 경우 독자적 합성 방법을 이용하여 양산화.
플렉서블 디스플레이 ,SKC,17년12월 디스플레이용 CPI필름 생산 및 판매를 목적으로 신규시설 투자 결정. 2019년10월 SKC 충북 진천공장에 투명PI필름 생산설비를 준공.
플렉서블 디스플레이 ,주성엔지니어링,플렉서블 OLED 라인에 사용되는 대형 8세대용 봉지장비뿐만 아니라 중소형 플렉서블 OLED를 위한 6세대용 장비 보유.
플렉서블 디스플레이 ,HB솔루션,"디스플레이 사업분야에 특화된 모듈 공정 디스플레이(LCD, OLED) 제조설비 자동화시스템 업체. 삼성디스플레이의 향후 주력아이템으로 각광받고 있는 폴더블 디스플레이의 PI Film을 대체하는 초박형 강화 Flexible Glass를 생산하는 공정 중 핵심 공정인 UTG 공정을 세계 최초로 Full 자동화하여 공급."
플렉서블 디스플레이 ,신도기연,"합착기 및 탈포기 등의 디스플레이 장비(OLED, 폴더블, 마이크로LED 등) 제조, 판매업체. OLED(평면, 곡면디스플레이), 폴더블, 마이크로LED 등의 제조에 필요한 합착기, 탈포기 등을 국내외 기업에 공급중."
플렉서블 디스플레이 ,디이엔티,"플렉서블 디스플레이 패널검사용 지그 및 이를 이용한 검사장치 관련 국내, 대만 특허 취득."
플렉서블 디스플레이 ,DMS,"디스플레이 세정장비 업체. CLEANER(세정장비), WET ETCHER(습식 식각장비), COATER(감광액 도포장비), WET STRIPPER(감광액 박리장비), DEVELOPER(현상장비) 등을 주요 제품으로 LCD, OLED 생산에 필요한 TFT공정과 LCD 생산에 필요한 CF 공정, Cell공정에 장비 납품. Flexible OLED패널 제작공정에 사용되는 PI Coater(폴리이미드도포장비)를 개발."
플렉서블 디스플레이 ,코세스,"플렉서블 OLED용 레이저리프트오프(LLO) 장비와 강화유리 레이저 커팅장비를 개발하고 중국 디스플레이 제조사에 관련 제품을 공급. 17년4월,12월 Flexible OLED 제조용 장비 수주 계약  체결."
편의점 ,이마트,국내 대형마트 1위업체로 편의점 사업을 영위하는 이마트24의 지분 100%를 보유.
편의점 ,BGF리테일,BGF 계열의 편의점 업체. 편의점 브랜드 CU를 운영하고 있는 국내 편의점 업계 1~2위를 다투는 사업자임.
편의점 ,GS리테일,GS그룹 계열의 종합 유통업체. GS25 편의점과 GS슈퍼마켓 등의 사업을 영위중.
편의점 ,롯데지주,"주요 종속회사인 코리아세븐이 편의점 사업을 운영중이며, 한국미니스톱(現 롯데씨브이에스711)을 인수함에 따라 국내 편의점 3강 체제를 구축."
편의점 ,유성티엔에스,편의점 브랜드 '로그인'을 운영중인 애플디아이를 종속회사로 보유.
키오스크(KIOSK) ,씨아이테크,"관공서/학교 또는 서비스기업의 자동증명발급기, 티켓발권기, 디지탈 광고 KIOSK, 디지탈 안내 KIOSK, 하이파이 오디오, 통신미디어 제품 등을 제조/판매."
키오스크(KIOSK) ,윈스,종속회사인 시스메이트가 무인키오스크 사업을 영위.
키오스크(KIOSK) ,케이씨에스,"각종 티켓발매 및 무인 안내, 공공 서비스 및 기업의 대고객 서비스 등에 활용 가능한 여러 종류의 KIOSK를 공급중."
키오스크(KIOSK) ,파버나인,삼성전자의 협력사로 삼성전자 키오스크의 외관 부품을 납품. 15년부터 삼성전자의 스마트 사이니지 외관 부품 공급중.
키오스크(KIOSK) ,SGA솔루션즈,"POS, 키오스크(KIOSK) 등 생활편의가전 및 정보 전달기기에 임베디드 운영체제(OS) 적용 및 공급 사업을 영위하는 에스지에이클라우드서비스(주)를 종속회사로 보유."
키오스크(KIOSK) ,인바이오젠,요식업/노래방/PC방 프랜차이즈 50여개점 및 전국 영업대행사 30여개사 등에 키오스크 렌탈 서비스 제공.
키오스크(KIOSK) ,한국전자금융,"한국신용정보(NICE)그룹 계열의 금융자동화기기(CD, ATM) 관리 서비스 전문업체. 무인자동화기기(KIOSK)를 개발하여 공급."
키오스크(KIOSK) ,한네트,"한국컴퓨터지주 계열의 점외 현금자동지급기(CD)사업, 무인자동화기기 판매 및 현금등 정산관련 사업 영위 업체. 무인발매 키오스크(티켓발권기) 판매 및 용역제공."
키오스크(KIOSK) ,케이씨티,"자동화기기(Smart ATM, mini CD기, 지능형순번대기시스템, 무인지로공과금수납기, OutDoor Kiosk, Information Kiosk 등), 금융단말기(영업점 창구용 통합 단말, 금융통합단말 솔루션xOP*era, 통장프린터, 카드발급기, 핀패드, 신분증스캐너 등)를 공급. 공공분야에서는 마권발매기, 무인마권발매기, 무인환급기, 토토발매기, 로또발매기, VIP용 재석발매기, 신용카드 무인관세 수납기 등을 공급하고 있으며, 해외시장에는 J-TOTO복표발매기, LiveScanner, DSD, Mult Functon Kiosk, All-in-one PC 등을 공급."
키오스크(KIOSK) ,푸른기술,"현금/카드 겸용 식권발매 Kiosk, 외국인 전용 세금환급 Kiosk(Tax Refund Kiosk), 신용카드전용 소형 Kiosk 등을 한국전자금융(NICE)과 협업하여 공급."
수소차(연료전지/부품/충전소 등) ,효성중공업,"효성에서 중공업 및 건설사업부문이 인적분할되어 재상장된 업체. CNG/수소/LNG 등의 가스를 공급받아 차량 연료로 필요한 압력, 온도 및 연료량에 맞춰 충전할 수 있는 가스충전소 사업을 영위. 한국가스공사, 현대차 등과 함께 '수소에너지네트워크(하이넷)' 공동 투자. 20년4월 세계 최대 규모 액화수소공장 건립을 발표."
수소차(연료전지/부품/충전소 등) ,부산주공,글로벌 완성차업체의 수소트럭 모델에 브레이크 품목을 공급중.
수소차(연료전지/부품/충전소 등) ,LSELECTRIC,20년12월 현대차와 '수소연료전지 발전시스템 개발 및 공급 관련 상호협력' 양해각서(MOU) 체결하고 발전시스템 제작 및 통합솔루션 구축을 담당할 예정. 한수원 등 5개사와 부생수소를 활용한 연료전지 발전소 건설 추진.
수소차(연료전지/부품/충전소 등) ,대원강업,현대자동차와 수소차 부품 엔드플레이트를 공동 개발해 납품중.
수소차(연료전지/부품/충전소 등) ,폴라리스세원,현대차의 2차 벤더 업체로서 수소차에 필수적으로 들어가는 헤더콘덴서를 현대차에 공급.
수소차(연료전지/부품/충전소 등) ,SNT모티브,SNT그룹 계열의 자동차부품 제조업체. 15년 FE FCEV 구동용 ACTIVE PARTS를 개발. 현대/기아차향 구동모터 및 수소연료전지차(FCEV)용 구동모터를 생산하여 납품.
수소차(연료전지/부품/충전소 등) ,시스웍,"클린룸 제어시스템 전문업체. 클린룸 사업에서 축적된 기반기술과 경험을 바탕으로, 수소연료전지 핵심 에어블로워 모터 국산화에 성공. 글로벌 수소연료전지 업체에 에어블로워 BLDC(Brush Less Direct Current) 모터 공급을 추진중."
수소차(연료전지/부품/충전소 등) ,UCI,"2020년11월 관계 기업 바이오엑스, 폐자원 기반 수전해 방식 그린수소 생산 사업의 최종 상용화 테스트를 완료. 바이오엑스, 2020년12월 세계 최초로 모듈형 수소액화기 개발에 성공한 메타비스타와 수소 생산, 수소 액화 사업 관련 공동 연구 및 기술협력을 위한 양해각서(MOU)를 체결."
수소차(연료전지/부품/충전소 등) ,기아,2008년 미국 주요도시에서 SUV 모하비 수소연료전지차(FCEV) 시범주행을 실시.18년6월 현대/기아차가 아우디와 수소전기차 연료전지 기술 파트너십 계약 체결.
수소차(연료전지/부품/충전소 등) ,한화솔루션,당사가 2대주주로 있는 한화임팩트가 美 수소트럭 업체 니콜라 지분 보유.
수소차(연료전지/부품/충전소 등) ,모토닉,"수소 연료전지 차량용 레귤레이터 관련 특허권 보유하고 있으며, 현대 수소차에 충전 관련 레귤레이터와 매디폴더, 리?터클 제품 3가지를 납품중."
수소차(연료전지/부품/충전소 등) ,이엠코리아,"자회사인 이엠솔루션은 수소스테이션(충전소) 사업을 영위. 제주, 광주, 전남, 대구, 창원 등 수소충전소 구축 실적을 보유. "
수소차(연료전지/부품/충전소 등) ,현대모비스,"친환경자동차(하이브리드차(HEV), 플러그인하이브리드차(PHEV), 전기차(EV), 수소연료전지차(FCEV) 등)용 핵심부품 사업 영위. 2017년 충북 충주에 위치한 친환경차 부품 전용생산단지 내에 수소전기차 핵심부품인 '파워트레인 연료전지 통합모듈(PFC: Powertrain Fuelcell Complete)' 생산을 전담하는 공장을 건설하고 운영중."
수소차(연료전지/부품/충전소 등) ,세종공업,"수소전기차에 사용되는 센서류(각종 압력센서/냉각수 압력온도 센서/수위센서 등)와 핵심부품(수소 압력릴리프 밸브/스택용 워터트랩/수소 누설 모니터링 시스템/수소연료배기시스템등)을 생산. 100% 자회사인 세종이브이 설립을 통해 수소차 핵심 부품(수소연료전지차 연료전지 스택(stack)용 금속분리판) 시장에 본격 진출했으며, 현대차 넥쏘를 대상으로 2021년 초부터 금속분리판을 납품중."
수소차(연료전지/부품/충전소 등) ,시노펙스,18년7월에 종료된 국책과제 '자동차 연료전지용 과불소계 술폰산 이오노머 PTFE 강화막 국산화' 프로젝트의 주관기업으로서 국내 최초로 불소계 소재를 기반으로 한 수소차 연료전지의 강화막 개발에 성공. 19년4월 연료전지용 PTFE멤브레인 제조라인을 충남 천안지역에 확장하며 본격적인 사업화를 진행중.
수소차(연료전지/부품/충전소 등) ,현대제철,"연료전지스택의 핵심 부품인 연료전지 금속 분리판을 생산해 현대모비스에 공급중이며, 철강 등을 만드는 과정에서 부수적으로 나오는 부생수소를 상업 생산중."
수소차(연료전지/부품/충전소 등) ,엔케이,"수소 및 LNG, CNG 등 특수가스 고압용기 전문 제작 업체. 수소충전소의 소비자 편리성과 수소스테이션 가격을 저감시키기 위한 87MPa급 Type3 수소스테이션용 저장용기 개발."
수소차(연료전지/부품/충전소 등) ,코웰패션,"수소연료전지용 및 Hibrid자동차용 Film Capacitor, 방산전술차 모듈용 Film Capacitor를 개발."
수소차(연료전지/부품/충전소 등) ,우리산업,"전기차, 수소차에 장착되는 전기히터(PTC) 제품을 생산, 공급."
수소차(연료전지/부품/충전소 등) ,현대로템,"20년7월 의왕연구소 부지에 천연가스에서 수소를 추출하는 장치인 수소 리포머 공장 건설을 결정했으며, 해당 공장은 연간 20대의 수소 리포머 제작능력을 갖출 예정. 20년12월 수소추출기 국산화율 80% 달성 및 21년3월까지 소모성 자재인 촉매제를 제외한 전 부품 국산화 완료 목표."
수소차(연료전지/부품/충전소 등) ,코오롱인더,"수소연료전지용 강화복합 멤브레인 개발 및 연료전지 고분자 전해질막 지지체, 연료전지용 탄화수소계 PEM 개발."
수소차(연료전지/부품/충전소 등) ,SK,"수소사업을 영위하는 美 Plug Power Inc. 지분 투자를 목적으로 21년 1월 당사의 해외 100% 자회사인 Plutus Capital NY, Inc.에 출자."
수소차(연료전지/부품/충전소 등) ,삼화전자,친환경자동차에서 필수적인 DC-DC CONVERTER(LDC) 및 ON- Board Charger(OBC) 모듈에 적용되는 페라이트 코어를 생산 공급중. 페라이트 코어는 현대모비스와 공동 개발.
수소차(연료전지/부품/충전소 등) ,현대차,2013년 세계 최초의 양산형 수소차 투싼ix FCEV 출시. 17년 '수소 전기 하우스'를 통해 차세대 수소전기차를 공개하고 친환경차 개발 전략을 발표. 2018년 수소전기차 'NEXO(넥쏘)' 출시.
수소차(연료전지/부품/충전소 등) ,아이에이,"합자회사 아이에이강소전력전자유한공사의 계열회사 아이에이파워트론을 통해 수소차에 적용되는 전력반도체 및 전력모듈 사업을 영위중이며, 전력반도체와 전력모듈 제품 등을 세원의 공조시스템에 적용할 예정. 전력제어, 전력변환 관련 모듈 프로젝트 개발을 진행중."
