테마명,종목명,테마 사유
창투사 ,린드먼아시아,"중소/벤처기업에 대한 투자금융을 제공하는 벤처캐피탈 업체. 중소기업창업지원법에 의거 중소벤처기업부에 등록된 중소기업창업투자회사로, 투자조합 및 경영참여형 사모집합투자기구 결성 및 운영을 주력 사업으로 영위."
창투사 ,DSC인베스트먼트,중소/벤처기업에 대한 투자금융을 제공하는 벤처캐피탈 업체. 중소기업창업투자조합 등 조합결성을 통한 창업초기 기업 투자를 주력 사업으로 영위.
창투사 ,미래에셋벤처투자,미래에셋그룹 계열의 벤처캐피탈 업체. 중소기업창업투자조합 등 조합 결성을 통한 창업자 및 중소벤처기업 투자를 주력 사업으로 영위.
창투사 ,큐캐피탈,"신기술사업자에 대한 투자(벤처투자), 기업구조조정투자, 사모투자 업무를 주요 사업으로 영위하는 업체."
창투사 ,SV인베스트먼트,벤처캐피털(VC) 업체. 중소기업창업 지원법에 의거 중소벤처기업부에 등록된 중소기업창업투자회사로서 중소기업창업투자조합 등 조합 결성을 통한 창업자 및 중소벤처기업 투자를 주력 사업으로 영위.
창투사 ,에이티넘인베스트,"창업지원, 투자기업의 성장지원, 국제화 지원 등의 업무를 하는 창업투자회사."
창투사 ,스톤브릿지벤처스,"중소기업창업투자회사. 벤처투자조합 결성을 통한 중소벤처기업 투자 및 사모집합투자기구(PEF) 결성을 통한 중소벤처기업 투자를 주력 사업으로 영위하고 있는 벤처캐피탈(VC) 업체. 현재 벤처투자조합 14개, 사모투자합자회사 5개를 운용."
창투사 ,SBI인베스트먼트,"국내 최초로 벤처투자조합을 결성하고 벤처캐피탈 업계 최초 코스닥에 등록한, 벤처캐피탈 리딩업체. 주요 사업 분야는 창업자 및 벤처기업에 대한 투자, 창업투자조합의 결성 및 업무의 집행, 사모투자전문회사(PEF)의 설립 및 운용, 기업인수합병(M&A) 등."
창투사 ,리더스기술투자,"신기술사업자에 대한 투자 등을 주된 사업으로 영위하는 투자회사. 신기술사업금융은 일반적으로 벤처캐피탈(VentureCapital)로 알려진 위험부담자본을 운용하는 금융활동으로 주식인수, 전환사채 인수, 투자조합 출자 및 관리, 특정 프로젝트 투자, 기투자한 벤처기업 또는 중소기업에 자금 지원 등의 형태로 사업을 진행중."
창투사 ,우리기술투자,"신성이엔지 계열의 벤처캐피탈 업체. 여신전문금융업법상 신기술사업금융업, 시설대여업 및 할부금융업 등을 영위."
창투사 ,엠벤처투자,"창업자에 대한 투자, 중소기업 창업투자조합 자금의 관리, 창업과 관련되는 상담과 정보제공 및 창업자에 대한 창업의 알선 등의 사업을 영위하는 창투사."
창투사 ,스틱인베스트먼트,"자회사인 스틱벤처스는 중소ㆍ벤처기업에 대한 투자금융을 제공하는 벤처캐피탈(Venture Capital, VC)로 벤처투자촉진에 관한 법률에 의거 중소벤처기업부에 등록된 중소기업창업투자회사이며, 벤처투자조합등 조합결성을 통한 창업초기 기업투자 및 사모집합투자기구(PEF) 결성 및 운영을 주력 사업으로 영위."
창투사 ,플랜티넷,자회사인 알바트로스인베스트먼트를 통해 벤처투자사업 영위.
창투사 ,컴퍼니케이,"중소·벤처기업에 대한 투자금융을 제공하는 벤처캐피탈 업체. 중소기업창업지원법에 따른 중소기업 창업자에 대한 투자, 창업투자조합의 결성 및 업무의 집행, 벤처기업육성에 관한 특별조치법에 의한 벤처기업에 대한 투자등의 사업을 주력사업으로 영위."
창투사 ,대성창투,"대성그룹 계열의 창업투자회사. 창업자 및 벤처기업에 대한 투자, 창업투자조합의 결성 및 업무의 집행, 해외기술의 알선/보급 및 이를 촉진하기 위한 해외투자, 위탁사업의 타당성 검토 및 경영, 기술향상을 위한 용역 사업, 창업보육센터 운영 등의 사업을 영위."
남북경협 ,양지사,개성공단 토지이용권을 보유하고 있는 점이 남북경협 수혜주로 부각.
남북경협 ,한국전력,개성공단 대북 송전사업 영위. 16년2월 우리 정부가 북한 핵실험/장거리 미사일 발사에 따른 대응조치로 개성공단 폐쇄.
남북경협 ,코데즈컴바인,최대주주인 코튼클럽이 개성공단에 공장을 보유한 바 있음. 16년2월 우리 정부가 북한 핵실험/장거리 미사일 발사에 따른 대응조치로 개성공단 폐쇄.
남북경협 ,좋은사람들,패션내의 제조 판매업체로 개성공단 입주기업. 16년2월 우리 정부가 북한 핵실험/장거리 미사일 발사에 따른 대응조치로 개성공단 폐쇄.
남북경협 ,현대엘리베이,현대아산(금강산 관광사업 관련) 지분 보유.
남북경협 ,녹십자,의약품 지원 관련 남북경협 수혜주.
남북경협 ,현대건설,현대자동차 계열의 국내 대표적인 종합건설업체로 북한 인프라투자 관련 남북경협 수혜주.
남북경협 ,한국석유,석유류 제조업 및 도소매업 영위 업체. 울산광역시 소재 공장에서 아스팔트 등을 생산중. 남북 도로 인프라 관련 아스팔트 수요 기대감 등으로 시장에서 부각.
남북경협 ,경농,동오그룹 계열의 농약 완제품 제조 및 판매업체. 농약 지원 관련 남북경협 수혜주.
남북경협 ,스페코,도로건설용 고정식 아스팔트 플랜트 사업 영위 업체. 남북 도로 인프라 관련 아스팔트 수요 기대감 등으로 시장에서 부각.
남북경협 ,KH건설,파일공사 및 축조관련 기초 공사업체. 북한 인프라투자 관련 남북경협 수혜주로 부각.
남북경협 ,조비,비료 지원 관련 남북경협 수혜주.
남북경협 ,남해화학,"국내 최대 비료(복합비료, 요소, 맞춤형비료 등) 생산 및 판매업체로 비료 지원 관련 남북경협 수혜주."
남북경협 ,신원,"BESTI BELLI, SI, VIKI 등의 여성브랜드와 SIEG, FAHRENHEIT, MARKM 등의 남성브랜드를 보유한 의류업체. 개성공단 입주기업. 16년2월 우리 정부가 북한 핵실험/장거리 미사일 발사에 따른 대응조치로 개성공단 폐쇄."
남북경협 ,인디에프,개성공단 입주기업. 16년2월 우리 정부가 북한 핵실험/장거리 미사일 발사에 따른 대응조치로 개성공단 폐쇄.
남북경협 ,재영솔루텍,개성공단 입주기업. 16년2월 우리 정부가 북한 핵실험/장거리 미사일 발사에 따른 대응조치로 개성공단 폐쇄.
남북경협 ,자화전자,종속회사로 개성공단 생산법인인 개성자화전자를 보유. 개성공단 입주하여 생산 설비를 구축 했음.
남북경협 ,아난티,"골프장 레저사업 전문기업. 골프장 레저시설 개발 및 건설, 운영 등의 사업을 영위. 금강산 관광지구 내에 금강산 아난티 골프&온천 리조트를 보유."
남북경협 ,롯데정밀화학,"롯데그룹계열의 정밀화학 기업으로 비료의 주원료인 암모니아, 요소사업을 영위. 비료 지원 관련 남북경협 수혜주."
남북경협 ,다스코,"도로안전시설물 전문업체. 문산~개성 고속도로 사업 기대감 속 동사의 SOC사업부(가드레일, 방음벽) 수혜 전망에 관련주로 시장에서 부각."
남북경협 ,제이에스티나,"로만손 개성 협동화 공장 법인에 100% 출자, 개성공장에 협력업체들이 입주하여 손목시계를 생산하여 당사에 납품. 16년2월 우리 정부가 북한 핵실험/장거리 미사일 발사에 따른 대응조치로 개성공단 폐쇄."
남북경협 ,도화엔지니어링,"국내 최초 종합 엔지니어링업체. 물산업, 도시, 철도, 플랜트 수자원 등 다양한 방면에서 업무 수행이 가능하며, 남북 SOC 사업 추진 수혜주로 시장에서 부각."
남북경협 ,삼부토건,도급공사 및 자체공사 분양사업 등을 영위하는 중견 건설업체. 북한 인프라투자 관련 남북경협 수혜주로 부각.
남북경협 ,지엔씨에너지,"비상용 발전기사업을 주력으로 영위하는 업체. 향후 남북간 경제협력 현실화 시, 비상발전기가 여러 사업 영역에서 필수적인 아이템이므로 직접적인 수혜가 가능할 것으로 전망."
남북경협 ,세운메디칼,"07년6월 개성공단 입주업체로 선정되었으며, 토지 이용권을 보유중."
남북경협 ,남광토건,개성공단에 현지법인인 남광엔케이를 설립하여 개성공단 내 건축공사 수행. 16년2월 우리 정부가 북한 핵실험/장거리 미사일 발사에 따른 대응조치로 개성공단 폐쇄.
남북경협 ,인지컨트롤스,개성공단 내 설립된 자동차엔진부품 제조업체 인지개성을 100% 자회사로 보유.
남북경협 ,일신석재,과거 금강산 관광을 담당했던 통일그룹 계열 세일여행사의 지분 보유.
남북경협 ,희림,18년4월 남북 경제 협력 및 대북사업 지원을 위한 ‘남북 경협 지원 TFT(테스크포스팀)’ 구성. 18년8월 中 최대 조선족 기업 신성실업유한공사와 북한사업 공동 진출 위한 업무협약(MOU) 체결.
남북경협 ,한창,"18년6월 강원도, 위플러스자산운용과 '평화크루즈 및 환동해권 해상교역망 구축을 위한 양해각서'를 체결한 점이 시장에서 부각."
남북경협 ,남화토건,"광주와 전남지역에 기반을 둔 토목공사와 건축공사, 조경, 전기공사 등을 수주하는 종합건설업체. 북한 인프라투자 관련 남북경협 수혜주로 부각."
전력설비 ,한전KPS,"한국전력공사 계열의 발전설비 정비 전문업체. 국내 발전설비정비 선도기업으로서 전력설비정비(화력, 원자력/양수, 송변전, 대외, 해외) 및 이와 관련되는 기술개발 사업 등을 영위."
전력설비 ,효성중공업,"효성에서 중공업 및 건설사업부문이 인적분할되어 재상장된 업체. 변압기, 차단기, 전동기, 감속기 등 전력기기(중공업) 사업을 영위."
전력설비 ,금화피에스시,"플랜트 건설 및 발전소 경상정비 사업 영위업체. 화력/원자력/조력발전소 설비 및 에너지설비(LNG, 석유저장시설), 해외설비(해외플랜트 하도급 공사), 기타설비(제철설비) 등의 기계설비 공사와 경상정비 공사에 주력."
전력설비 ,LSELECTRIC,"LS그룹 계열의 전력기기 및 시스템 제조/공급 업체로, 전력사업(저압기기,고압기기,계량기, 계전기,초고압,배전반,진단 등) 등을 영위."
전력설비 ,한국전력,"국내 발전 및 송전사업을 책임지고 있는 공기업으로 전기판매, 원자력발전, 화력발전, 기타(발전소 설계 및 정비 등)사업을 영위."
전력설비 ,보성파워텍,"전력산업 기자재 생산 전문업체로 발전소, 변전소 철골 및 송배전 기자재 등 전력산업에 사용되는 기자재 개발 및 제작,판매를 주된 사업으로 영위. 한국전력공사에 연간 매출이 집중됨."
전력설비 ,선도전기,"발전, 송변전, 배전설비 등 제반 산업용 플랜트의 전력설비에 공급되는 각종 전력변환기기류를 생산, 판매하는 중전기기 업체. 주요제품으로 수배전반류, 진공차단기류, 가스절연개폐기류, 보호계전기반류 전자식전력량계 등."
전력설비 ,현대일렉트릭,"기존 현대중공업에서 전기전자 사업이 인적 분할돼 재상장된 업체. 전력기기(변압기, 고압차단기 등), 회전기기(회전기, 저압전동기 등), 배전기기 外(배전반, 전력제어, 중저압차단기 등) 등을 생산, 판매중."
전력설비 ,이화전기,"UPS(무정전 전원장치), 몰드변압기, 정류기(통신용 정류기 포함) 등 다양한 전원공급장치 및 전력변환장치를 생산/공급하는 중전기기 전문업체."
전력설비 ,제일전기공업,"차단기 및 전기배선기구류 등 전기기기를 개발, 제조 및 판매업체. 일반배선기구, 스마트 배선기구, 차단기, 스마트분전반, 주택용 분전반, 전자접촉기/개폐기 등을 제조, 판매."
전력설비 ,대한전선,"국내 최초의 종합 전선제조업체. 주요 제품은 전력 및 절연선, 나선 및 권선 등. 초고압케이블, 통신케이블, Copper Rod 등을 생산, 판매."
전력설비 ,두산에너빌리티,"기초소재인 주단조에서부터 원자력, 화력 등 발전설비, 해수담화 플랜트, 환경설비 등을 제작 및 공급."
전력설비 ,LS,"LS그룹의 지주회사. 전력기기 제조업체인 엘에스일렉트릭, LS전선을 자회사로 보유."
전력설비 ,LS전선아시아,"LS그룹 계열의 외국기업지배지주회사. 베트남 전력케이블 생산법인인 LS-VINA Cable & System Joint Stock Co.와 전력 및 통신케이블 생산법인인 LS Cable & System Vietnam Co., Ltd 등을 주요 종속회사로 보유."
전력설비 ,가온전선,LS그룹 계열사로 전력케이블 및 통신케이블을 생산하는 국내 3대 전선 전문 제조업체.
전력설비 ,대원전선,"전력 및 통신 케이블 제조/판매업체. 주요 품목으로는 전력배송전에 사용되는 나선과 전력전선, 전원의 배선용에 사용되는 절연전선, 시내외 통신용으로 사용되는 통신전선 등이 있음."
전력설비 ,서전기전,"수배전반 생산업체. 주상변압기로부터 전력을 받아(수전반), 변압기를 통해 사용가능 전압으로 변환 후 사용처로 배분하는(배전반) 설비 및 해당 전력기기를 생산."
전력설비 ,한전산업,"발전사업(연료,탈황,회처리 운전 및 정비 등)과 기타사업(인터넷빌링, ESCO, ESS, 태양광 등) 등을 영위하는 업체. 전력공급 및 소내 전력설비 구축 사업도 진행."
전력설비 ,제룡전기,"변압기, 개폐기, GIS 제조 및 판매를 주요사업으로 영위하는 업체. 주력 제품은 변압기임."
전력설비 ,에이루트,"전력공급기 및 전력변환기 제조 사업을 영위하고 있으며, 주요제품으로 무정전 전원장치(UPS), 정류기(SR포함), B/CH 등 다양한 전원공급 장치 및 전력변환 장치 생산 공급하고 있는 지오닉스를 종속회사로 보유중."
전력설비 ,광명전기,"중전기 전문 제조업체로 수배전반, 가스절연개폐장치(GIS) 등을 생산, 판매. 동사의 제품들은 빌딩과 대규모 플랜트에서 원자력발전소에 이르기까지 전력이 공급되는 모든 건물에 설치, 운영 중."
전력설비 ,피앤씨테크,"전력계통의 배전분야에서 정전을 최소화하고, 안전한 전력을 공급하기 위한 디지털전력기기를 생산하는 전력 IT 전문업체. 주요 제품으로는 배전자동화단말장치(FRTU/FTU), 디지털보호계전기, 원격감시제어시스템, 고장점표정장치, 전자식전력량계, 자동소화장치 등이 있음."
전력설비 ,지투파워,"EMS(에너지관리시스템)의 일종인 CMD(상태감시진단) 기술을 기반으로 수배전반, 태양광발전시스템 등의 제조 및 설치를 주요 사업으로 영위하는 업체. 주요 제품으로는 수배전반, 태양광발전시스템, 인버터(PCS), ESS 등이 있음. 특히, 수배전반 매출 비중이 높으며, 크게 배전반(고압배전반, 저압배전반), 분전반, 전동기 제어반, 내진형 배전반 등이 있음."
전력설비 ,일진전기,"각종 전선(초고압전선, 중고압전선 등), 전력기기(개폐기, 변압기 등)을 전문적으로 제조, 판매하는 종합 중전기 제조업체."
전력설비 ,제룡산업,"금속 및 합성수지제품 제조 및 판매를 주 사업으로 영위. 주요제품으로 송ㆍ배전, 통신 및 철도전차선 금구류, 가공 및 지중배전 수지제품 등이 있음."
전력설비 ,비츠로시스,"스마트 인프라 사업 등을 주요 사업으로 하는 업체로 변전소, 철도, 지하철 등에 사용되는 지능형 전력감시제어시스템 사업을 영위."
전력설비 ,비츠로테크,"자동절환 개폐기, 진공차단기/저압차단기, 배전반 등을 생산하는 전력기기 사업을 영위하는 업체."
전력설비 ,세명전기,"송/배전선로 가설 및 전철선로용 금구류, 섬유직기용 섹셔날빔 등을 생산/판매하는 업체. 송/배/변전선로 가설용 금구류를 제조하여 한국전력공사 등에 공급."
제대혈 ,강스템바이오텍,"동종 제대혈유래 줄기세포치료제(의약품) 연구, 개발 업체. 자체 개발한 다분화능을 가진 줄기세포를 인간 제대혈로부터 고순도(high-purity)로 분리하고, 대량배양(massive culture)하는 기술을 기반으로 동종 제대혈유래 줄기세포치료제(의약품) 연구개발을 주요 사업으로 영위."
제대혈 ,차바이오텍,업계 상위의 제대혈 은행(아이코드)업체. 제대혈 줄기세포를 보관하였다가 치료에 필요시 공급하는 보관사업을 영위.
제대혈 ,녹십자,자회사 지씨셀이 제대혈 보관사업(라이프라인)을 영위.
제대혈 ,메디포스트,업계 상위의 제대혈 은행업체. 제대혈 줄기세포를 보관하였다가 치료에 필요시 공급하는 보관사업을 영위.
제대혈 ,세원이앤씨,"지분을 보유한 셀론텍 주식회사가 바이오사업(세포치료제/제대혈보관, 콜라겐화장품 제조/판매)을 영위. 제대혈 줄기세포를 보관하였다가 치료에 필요시 공급하는 보관사업을 영위."
제대혈 ,지씨셀,"녹십자그룹 계열의 바이오업체. NK면역세포치료제를 연구개발하는 것을 주요사업으로 영위하고 있으며, 제대혈은행사업도 영위. 18년4월 제대혈은행의 품질관리 능력 제고 및 표준가이드라인을 위해 유럽최고의 품질 인증기관인 독일의 TUV STU group으로부터 ISO9001:2015 인증 획득."
통신 ,LG유플러스,"LG그룹 계열의 이동통신업체. 컨슈머모바일ㆍ스마트홈사업(IPTV, 초고속인터넷, VoIP 서비스, IoT 등)ㆍ기업인프라(IDC, 기업통신, 솔루션 등) 등의 사업을 영위."
통신 ,SK텔레콤,SK그룹 계열의 국내1위 통신사업자.
통신 ,KT,"유/무선전화, 초고속인터넷 등의 통신서비스를 제공하고, IPTV(인터넷TV), VoIP(인터넷전화) 등의 융합서비스(통신-방송, 유/무선)를 영위."
영상콘텐츠 ,SAMG엔터,"국내 최대 3D 애니메이션 업체. 자체 캐릭터와 브랜드의 키즈 콘텐츠를 기획 제작하여 인터넷 동영상 서비스(유튜브, iQiyi, YOUKU 등), OTT, IPTV 등 다양한 플랫폼에서 자체 채널을 운영하고 있으며, 해당 캐릭터와 브랜드를 활용한 의류-화장품 등 머천다이징(MD), 교육, 게임 등으로 사업 확장. 주요 브랜드로는 미니특공대, 캐치!티니핑, 룰루팝, 슈퍼다이노 등이 있음."
영상콘텐츠 ,버킷스튜디오,"IPTV, 케이블방송, 스마트TV, 태블릿 등 스마트디바이스 기반을 중심으로 영화, 영상, 교육 등의 컨텐츠를 제공하는 업체. 온라인 콘텐츠 유통의 필수 기술인 필터링 기술을 자체 보유."
영상콘텐츠 ,NEW,"2008년 영화투자배급사로 설립. 영화, 비디오물 및 방송프로그램 배급업을 주요사업으로 영위중. 천만 관객 이상의 <7번방의 선물(2013)>, <변호인(2013)>, <부산행(2016)>과 <더킹(2017)>, <독전(2018> 등의 영화와 드라마 <태양의 후예(2016)>를 흥행시켰으며, 방송프로그램 기획, 투자 및 제작(스튜디오앤뉴), 영화 부가판권 유통대행(콘텐츠판다), 음원 투자 및 유통(뮤직앤뉴), 영화 등 영상콘텐츠 VFX 제작(엔진비주얼웨이브) 사업을 통해 종합 미디어컨텐츠 그룹으로 성장."
영상콘텐츠 ,래몽래인,"방송프로그램(드라마) 제작 업체. 방송프로그램(드라마, 예능), 공연 제작과 콘텐츠 IP를 활용한 부가사업(OST,해외방영권, VOD, 2차 라이선스 판매 등)을 영위하는 콘텐츠 제작사업을 주사업으로 영위. 대표 작품으로는 '재벌집 막내아들', '성균관 스캔들', '엽기적인 그녀', '학교2021' 등의 드라마가 있음. "
영상콘텐츠 ,키이스트,"드라마, 영화 등을 기획, 제작, 판매하고 관련 부가사업을 영위하는 영상물 제작사업을 주된 사업으로 영위. 보이스 시리즈, 밥 잘 사주는 예쁜 누나, 싸이코패스다이어리, 하이에나 등의 드라마를 방영."
영상콘텐츠 ,SBS,"방송된 지상파콘텐츠를 해외 및 국내 케이블PP, 위성방송, 인터넷, IPTV 등에 판매."
영상콘텐츠 ,KX,"방송송출서비스사업 및 방송채널사업을 영위하는 업체. 케이블TV, 위성방송, IPTV, 위성DMB 등 국내에서 서비스되고 있는 모든 유료방송 플랫폼에 방송채널사용사업자(PP)의 프로그램을 실시간 송출."
영상콘텐츠 ,에프엔씨엔터,미디어콘텐츠 제작 사업을 영위하는 에프엔씨스토리를 종속회사로 보유.
영상콘텐츠 ,캐리소프트,"어린이와 가족IP 기반의 미디어 콘텐츠 전문 기업. 키즈&패밀리분야의 영상과 애니메이션 콘텐츠를 기획, 제작하여 인터넷 동영상 서비스, OTT, IPTV, CATV등의 다양한 플랫폼에서 자체 채널을 운영. 또한 '캐리'(CARRIE)로 통칭되는 캐릭터와 브랜드IP를 활용해 커머스, 머천다이징, 라이선싱, 교육, 게임, 영화, 모바일 APP, 공연, 문화공간(키즈카페) 등의 사업을 한국과 중국 등 글로벌 시장에서 영위중. 주요 상표로는 캐리, 엘리, 캐빈 등이 있음."
영상콘텐츠 ,케이티알파,KT그룹 계열의 모바일인터넷 서비스 및 콘텐츠 플랫폼 서비스 제공업체로 쿠팡의 OTT 서비스인 쿠팡플레이와 영화 콘텐츠 부분 협업 추진.
영상콘텐츠 ,SMC&C,"에스엠엔터테인먼트의 글로벌 네트워크를 통한 영상 콘텐츠 제작(드라마, 예능프로그램 등), 매니지먼트 사업 등을 영위하는 업체."
영상콘텐츠 ,JYPEnt.,"연예매니지먼트, 영화, 드라마, 음반기획/제작 발매사업을 영위하는 종합 엔터테인먼트 기업. 트와이스, ITZY, Stray Kids 등 소속가수 및 연예인들의 엔터테인먼트 활동(광고, 드라마출연, 공연 등)과 음반(CD), 음원의 제작 및 판매를 주요사업으로 영위."
영상콘텐츠 ,SMLifeDesign,"콘텐츠 부문(영화사업과 콘텐츠사업 등)의 사업을 영위하는 업체. 콘텐츠 부문의 홈비디오 사업 파트는 월트디즈니, 폭스, 쇼박스, 워너브러더스 코리아, 판씨네마, CJ ENM, 에이스메이커무비웍스, 리틀빅픽쳐스 등 주요 영화사와 부가판권 계약을 맺어 DVD와 Blu-ray, 4K UHD를 기획, 제작하여 대여점, 음반매장, 주요 서점 및 대형 할인매장을 통해 유통중."
영상콘텐츠 ,삼화네트웍스,"드라마제작을 중심으로 한 엔터테인먼트 업체. 구가의 서, 제빵왕 김탁구, 여우각시별, 멜로가체질, 낭만닥터 김사부2 등을 제작."
영상콘텐츠 ,애니플러스,"유스 애니메이션을 핵심 콘텐츠로 하는 'ANIPLUS' 방송사업을 주 사업으로 영위하고 있으며, VOD 사업, 극장판 애니메이션 배급 사업, 전시 이벤트 사업 등 관련 사업 영역으로 다각화. 싱가포르 종속회사인 PLUS MEDIA NETWORKS ASIA PTE. LTD.를 통해 동남아시아 시장에서 해외 애니메이션 방송 및 콘텐츠 유통사업도 영위."
영상콘텐츠 ,큐로홀딩스,"커피 사업, 엔터테인먼트 사업, 자원개발 사업을 영위하는 업체. 엔터테인먼트 사업부문은 지배회사인 당사를 중심으로 영화ㆍ드라마 등의 영상 콘텐츠 제작, 연예인 매니지먼트, 보조출연자 공급 에이전시 등을 주요사업으로 영위."
영상콘텐츠 ,SBS콘텐츠허브,"방송콘텐츠의 기획, 투자, 제작, 유통 사업, SBS방송콘텐츠를 인터넷, 케이블티비VOD, IPTV, 모바일 등 국내 뉴미디어 매체에 제공하는 서비스사업을 주사업으로 영위."
영상콘텐츠 ,IHQ,"국내 톱스타들이 포진된 매니지먼트 부문을 비롯해 음반, 드라마 제작 등 엔터테인먼트 사업 전반에 걸쳐 영향력을 미치고 있는 종합엔터테인먼트 그룹."
영상콘텐츠 ,코퍼스코리아,"영화, 비디오물, 방송프로그램 제작 및 배급업체. 방송 콘텐츠 판권 확보 후 영상, 음향, 자막 등을 자체 처리(커스터마이징)하여 VOD/OTT등 플랫폼사에 배급하거나 확보한 권리 일부를 타 배급사등에 양도(서브라이선스)하는 배급사업을 주 사업목적으로 영위."
영상콘텐츠 ,스튜디오드래곤,"CJ그룹 계열의 드라마 등 방송영상물제작업체. 드라마 콘텐츠를 기획/제작하여 미디어 플랫폼에 배급하고 VOD, OTT 등을 통한 유통 및 관련 부가사업 등을 영위. <시그널>, <도깨비>, <미스터 션샤인>, <사랑의 불시착>, <스위트홈>, <빈센조> 등을 제작."
영상콘텐츠 ,쇼박스,"국내 굴지의 영화/드라마 제작, 투자 및 배급사."
영상콘텐츠 ,에이스토리,"방송프로그램 제작 및 공급업체. 주요 제품으로는 <백일의 낭군님>, <우리가 만난 기적>, <시그널 시즌1> 등 기존 지상파 및 유료방송뿐만 아니라, NETFLIX의 국내 첫 오리지널 드라마인 <킹덤 시즌1> 및 후속 시리즈 <킹덤 시즌2>, 두번째 오리지널 드라마 <첫사랑은 처음이라서 시즌1,2> 등이 있음."
영상콘텐츠 ,CJENM,CJ오쇼핑과 CJ E&M과의 합병법인. 케이블TV Mnet 채널을 중심으로 자체제작 콘텐츠를 공급.
영상콘텐츠 ,콘텐트리중앙,"중앙일보 계열사로 지주사업과 영화 및 방송 콘텐츠 투자사업을 영위하는 업체. 멀티플렉스 극장(메가박스 등) 운영사업을 영위하는 메가박스중앙과 드라마 제작 및 콘텐츠 유통사업 등을 영위하는 에스엘엘중앙 등을 자회사로 보유. 자회사 에스엘엘중앙은 드라마를 제작하고, 드라마를 포함한 시사, 예능 프로그램 유통 및 디지털 콘텐츠의 제작, 유통을 주업으로 영위중."
영상콘텐츠 ,초록뱀미디어,"TV드라마 제작을 중심으로 하는 콘텐츠 제작사업과 드라마 콘텐츠를 기반으로 하는 각종 부가사업(OST, 테마파크 개발) 등을 영위하는 업체."
영상콘텐츠 ,위지윅스튜디오,"CG/VFX 기술을 바탕으로 영화, 드라마, 뉴미디어, 공연 및 전시에 이르기까지 영상 콘텐츠 기획/제작 서비스를 종합적으로 제공하는 종합 콘텐츠 미디어 제작업체. 영화, 드라마 등에 대한 영상 기술 제작 서비스 뿐 아니라 뉴미디어 콘텐츠에 대한 영상 기획/제작 서비스를 포괄적으로 제공."
영상콘텐츠 ,대원미디어,애니메이션 및 캐릭터산업의 국내 선두기업. 애니메이션 전문 위성방송국 및 케이블방송국을 운영중. 대원방송 등을 종속회사로 보유.
영상콘텐츠 ,팬엔터테인먼트,"드라마, 교양/예능프로그램 등의 방송영상물제작 등의 사업을 영위."
영상콘텐츠 ,바른손,"엔터테인먼트 사업 및 영화 제작사업 영위 업체. ""좋은 놈, 나쁜 놈, 이상한 놈”, “마더”, “방자전”, ""표적"" 등을 제작."
영상콘텐츠 ,바른손이앤에이,"영화사업 및 온라인 게임 개발 업체. 2015년 바른손필름을 흡수합병해 영화사업에 진출했으며, 드라마 콘텐츠를 기획 및 제작하여 방송국과 해외시장에 공급하는 드라마 콘텐츠 제작사업을 추진중."
영상콘텐츠 ,포바이포,비주얼 콘텐츠 전문 솔루션 업체. 사업 부문은 VFX 기반 화질 개선 솔루션 PIXELL을 통한 영상 콘텐츠 제작 사업( KEYCUT VISUAL)과 영상 콘텐츠 유통 사업(KEYCUT STOCK 플랫폼)으로 구분.  
영상콘텐츠 ,자이언트스텝,"AI기반 리얼타임 콘텐츠 솔루션 전문업체. 국내 유일하게 디즈니 Audit(2016), 넷플릭스 4K 기술 test(2018), TPN(Trusted Partner Network)의 보안평가프로그램(2019)을 모두 통과한 VFX기업으로, 광고VFX 및 영상VFX, 리얼타임 콘텐츠 솔루션에 이르기까지 다양한 콘텐츠를 제작."
영상콘텐츠 ,스튜디오산타클로스,"매니지먼트, 영화, 드라마사업, 투자배급을 주된 사업으로 영위. 소속 연예인으로 김옥빈, 김윤석, 오현경, 이다희, 황우슬혜 등이 있음."
엔터테인먼트 ,버킷스튜디오,"IPTV, 케이블방송, 스마트TV, 태블릿 등 스마트디바이스 기반을 중심으로 영화, 영상, 교육 등의 컨텐츠를 제공하는 업체. 연예기획 및 매니지먼트 업체 아티스트컴퍼니 지분 보유."
엔터테인먼트 ,NEW,"2008년 영화투자배급사로 설립. 영화, 비디오물 및 방송프로그램 배급업을 주요사업으로 영위중. 천만 관객 이상의 <7번방의 선물(2013)>, <변호인(2013)>, <부산행(2016)>과 <더킹(2017)>, <독전(2018> 등의 영화와 드라마 <태양의 후예(2016)>를 흥행시켰으며, 방송프로그램 기획, 투자 및 제작(스튜디오앤뉴), 영화 부가판권 유통대행(콘텐츠판다), 음원 투자 및 유통(뮤직앤뉴), 영화 등 영상콘텐츠 VFX 제작(엔진비주얼웨이브) 사업을 통해 종합 미디어컨텐츠 그룹으로 성장."
엔터테인먼트 ,래몽래인,"방송프로그램(드라마) 제작 업체. 방송프로그램(드라마, 예능), 공연 제작과 콘텐츠 IP를 활용한 부가사업(OST,해외방영권, VOD, 2차 라이선스 판매 등)을 영위하는 콘텐츠 제작사업을 주사업으로 영위. 대표 작품으로는 '재벌집 막내아들', '성균관 스캔들', '엽기적인 그녀', '학교2021' 등의 드라마가 있음. "
